Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills,field_id
Cloud Applications,Georgia Institute of Technology,Advanced,4,https://www.coursera.org/learn/cloud-app,"This course provides an introduction to the development and support for Cloud-native applications, more specifically it delves into best practices of developing applications; migrating on premise applications to the cloud; the basic building blocks and properties expected from Cloud applications. The course also provide highlights of some novel cloud applications, including geo-distributed computations.",cloud computing architecture  mobile cloud computing  Cloud Engineering  native cloud application  Cloud Applications  cloud collaboration  elasticity (cloud computing)  Cloud-Based Integration  network administrator  Cloud Infrastructure information-technology cloud-computing,1
Print and Digital Elements of Design: Branding and User Experience,University of Colorado Boulder,Beginner,4.8,https://www.coursera.org/learn/designing-print-digital-media,"Graphic design projects can be delivered in either a printed format or a digital format, or both. This course will look at how to work with creative professionals to get the ideal usage out of a design to use in print medium such as logos, brochures and larger printed projects that will also carry over as seamlessly as possible into the digital realm of websites and social media. We will also cover the user experience and how to keep the end result in mind when working on creative endeavors.",Video Editing  digital media  typography  Graphic Design  Computer Graphics  adobe photoshop  Web Design  Computer Architecture  Color Theory  experience arts-and-humanities history,3
Fundamentals of Graphic Design,California Institute of the Arts,Conversant,4.7,https://www.coursera.org/learn/fundamentals-of-graphic-design,"Graphic Design is all around us! Words and pictures�the building blocks of graphic design�are the elements that carry the majority of the content in both the digital world and the printed world. As graphic design becomes more visible and prevalent in our lives, graphic design as a practice becomes more important in our culture.  Through visual examples, this course will teach you the fundamental principles of graphic design: imagemaking, typography, composition, working with color and shape... foundational skills that are common in all areas of graphic design practice. I don't just want you to watch a video of someone talking about design, I want you to MAKE design! If you want to be a designer you have to be a maker and a communicator, so this course will offer you lots of opportunities to get your hands dirty with exercises and with more practical projects.  At the end of this course you will have learned how to explore and investigate visual representation through a range of image-making techniques; understand basic principles of working with shape, color and pattern; been exposed to the language and skills of typography; and understand and have applied the principles of composition and visual contrast. If you complete the course, along with its optional (but highly recommended) briefs, you will have a core set of graphic design skills that you can apply to your own projects, or to more deeply investigate a specialized area of graphic design.  To succeed in this course you will need access to a computer. You can complete this course without one but it will be tougher. Access to, and a beginner's level knowledge of Adobe Creative Suite programs, such as Illustrator, Photoshop and InDesign will help you, especially if you want to complete the optional briefs.",Graphic Design  Color Theory  graphic arts  typography  thought  design pattern  Computer Graphics  Creativity  art  design thinking arts-and-humanities music-and-art,3
Business Model Innovation,HEC Paris,Advanced,4.7,https://www.coursera.org/learn/business-model,"Innovation goes beyond technology, products and processes. The new competitive landscape requires another, more holistic and strategic perspective, based on the concept of business models.  This course gives you access to the Odyssey 3.14 approach, a pioneering framework that will help you invent or reinvent business models.  This highly innovative approach has been developed by Laurence Lehmann-Ortega and H�l�ne Musikas and has proven to be a very valuable methodology for start-up entrepreneurs, business unit managers and intrapreneurs alike. It offers a practical and highly effective framework and toolbox to create, invent or reinvent business models in a very disciplined way.  The approach starts with a deep dive into the 3 pillars of the business model: - The value proposition (who are our customers and what are we offering them?) - The value architecture (how are we organized in order to deliver this value proposition to our customers in due time) - The profit equation (how the alignment between the first 2 pillars generates a profit)  14 directions are then explored in order to invent or reinvent a business model. Examples of the directions include �reducing clients overall costs�, �modifying the revenue stream�, �introducing a third party�, �eliminating a step in the value chain�, and �exploring new resources�. Illustrated by numerous examples, both iconic (Ikea, Tetra Pack, Grameen Bank�) and more recent (Airbnb, Zopa, Drive Now�), these directions stimulate your creativity to rigorously explore all possible innovation paths. Innovation becomes an adventure, an odyssey� hence the name of the approach!  Odyssey 3.14 is the result of over 15 years of research, consulting and teaching. Over 150 companies that have successfully invented or reinvented their business model have been thoroughly analyzed and will inspire you to develop your own new, innovative business model.  This course is a part of the MSIE program at HEC. If you liked it, do not hesitate to consult the other courses of the program.",value chain  circular economy  modeling  Business Strategy  value proposition  capital employed  architecture  Innovation  proposition  Strategy business business-strategy,4
Data Science Capstone,Johns Hopkins University,Advanced,4.3,https://www.coursera.org/learn/data-science-project,"The capstone project class will allow students to create a usable/public data product that can be used to show your skills to potential employers. Projects will be drawn from real-world problems and will be conducted with industry, government, and academic partners.",Data Analysis  Machine Learning  Human Learning  analysis  Natural Language Processing  General Statistics  language  natural language  R Programming  Computer Programming data-science data-analysis,2
Managing an Agile Team,University of Virginia,Beginner,4.7,https://www.coursera.org/learn/uva-darden-agile-team-management,"While agile has become the de facto standard for managing digital innovation teams, many wonder if they�re doing it �right�. Twitter is full of jokes about how teams say they do agile but don�t �really� do it. The reality is that getting the most out of agile is less about observing specific procedures and more about how a team focuses and measures their progress.   Rather than just boring you with an accounting of agile methodologies, this course focuses on helping you better charter your team�s focus, definition of success, and practice of agile. While learning about agile mainstays like Scrum, XP, and kanban, you�ll also learn to help your team ask the right questions about how they�re working and facilitate good answers on how agile can help.      As a  Project Management Institute (PMI�) Registered Education Provider, the University of Virginia Darden School of Business has been approved by PMI to issue 20 professional development units (PDUs) for this course, which focuses on core competencies recognized by PMI. (Provider #2122)   This course is supported by the Batten Institute at UVA�s Darden School of Business. The Batten Institute�s mission is to improve the world through entrepreneurship and innovation: www.batteninstitute.org.",openfabrics alliance  kanban  scrum (software development)  Software Engineering  agile management  Agile Software Development  Leadership and Management  leadership  team management  software computer-science design-and-product,4
Innovating in a Digital World,Institut Mines-T�l�com,Intermediate,4.6,https://www.coursera.org/learn/innovating-digital-world,"Facebook, AirBnB, Tesla, Amazon, Uber. In just a few years, companies like these have changed the face of the global economy. Meanwhile, hundreds of thousands of start-ups are disrupting old business models, taking on centennial industrial groups � and winning. It�s clear that the rules of business have changed forever.  This MOOC provides a knowledge toolkit for the ongoing digital revolution. You�ll discover 15 concepts that are essential for understanding the new mechanisms of digital business and innovation.   Each concept is explained in its own beautifully designed, content-rich instructional video, along with additional resources for you to explore. The ideas are illustrated with up-to-the-minute case studies and examples from a wide range of industries.  Week 1 : Why Digital Changes Everything Week 2 : Creating Value in a Digital World  Week 3 : Thinking and Acting Differently Week 4 : Entrepreneurship in a Digital World  This MOOC is ideal for learners from a wide range of backgrounds. It is brought to you by four expert professors and researchers from Telecom ParisTech, a leading European graduate school in the field of digital technology and social science.  This MOOC is supported by the Patrick and Lina Drahi Foundation.",digital strategy  value chain  open innovation  Strategy  rationality  Entrepreneurship  product planning  Innovation  business plan  gross margin business entrepreneurship,4
Introduction to Statistical Analysis:  Hypothesis Testing,SAS,Intermediate,Not Calibrated,https://www.coursera.org/learn/statistical-analysis-hypothesis-testing-sas,"This introductory course is for SAS software users who perform statistical analyses using SAS/STAT software. The focus is on t tests, ANOVA, and linear regression, and includes a brief introduction to logistic regression.",analysis  Statistical Significance  hypothesis  statistical hypothesis testing  hypothesis testing  Student's t-Test  p-value  General Statistics  Correlation And Dependence  relative change and difference data-science data-analysis,2
Create your first test automation script - Selenium and C#,Coursera Project Network,Beginner,Not Calibrated,https://www.coursera.org/learn/create-first-test-automation-script-using-selenium-and-c-sharp,"�Selenium automates browsers, that�s it. What you do with that power is up to you.�   Selenium is the most widely used UI automation tool to test web applications. By the end of this one-hour project-based course, you will learn the basics of the selenium automation testing tool.   In this 1-hour long project-based course, you will learn how to --  Basic Selenium commands  Interacting with common web elements like textbox, checkbox, dropdown Performing drag and drop operation Handling windows alerts using Selenium",checkbox  pointing device gesture  text box  drag and drop  Computer Programming  c sharp (programming language)  javascript syntax  test automation  selenium  web computer-science software-development,5
"Machine Learning:  Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R",Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/predict-numbers-from-handwritten-digits-neuralnetwork,"In this 1-hour long project-based course, you will learn how to build a Neural Network Model using Keras and the MNIST Data Set.  By the end of the course you will have built a model that will recognize the digits of hand written numbers.  You will also be exposed to One Hot Encoding, Neural Network Architecture, Loss Optimizers and Testing of the Model's performance.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Machine Learning  encodings  Artificial Neural Networks  Data Analysis  Keras  R Programming  project  iOS Development  Deep Learning  euler's totient function data-science data-analysis,2
Applying Investment Decision Rules for Startups,Yonsei University,Beginner,4.4,https://www.coursera.org/learn/capital-budgeting,"In the previous course, you learned financial statement analysis and how to make estimate of future financial status. In this course, you are going to learn capital budgeting. That is, how to make an investment decision. You would like to select the best project among various projects you can take. Then, you need to know the criteria. In this course, you are going to learn investment decision criteria such as NPV and IRR, which are most popular decision rules. Using financial analysis and discounted cash flow method, you can make pro forma financial statement and estimate project cash flows. Then, you apply investment criteria to determine whether to invest or not. After learning how to apply NPV and IRR method to investment decision, you are going to learn how to evaluate NPV estimate and scenario, what-if analyses and break-even analysis. In addition to NPV and IRR, you are going to learn Payback period method and Profitability method to determine whether to invest or not when there is a political risk or capital rationing.",investment decisions  capital budgeting  project  payback period  decision tree  real options valuation  decision rule  real options  investment  relative change and difference business finance,4
Responsive Website Tutorial and Examples,University of London,Advanced,4.3,https://www.coursera.org/learn/responsive-website-examples,"In this course, we will show you exciting examples of collaborative, interactive web applications that use various types of media including sound, images and big data.   We will show you how to build sites that provide precisely this functionality, using Meteor. We will also provide fully working example application code that you can use for your own commercial web projects.   The course also provides a range of advice and suggestions about how to develop bespoke web applications which match the requirements of clients, where clients are people who commission the product or people who use the product.    We will take you through the development of the following applications:  1.\tA portfolio website with collaborative blogging functionality. 2.\tAn interactive, realtime, multi user music remixing system. 3.\tAn interactive, online graffiti wall where users can collaborate to create graphics. 4.\tAn interactive data visualisation platform for exploring and plotting big data in exciting ways.  At the end of this course, you will be able to:  �\tImplement animated data visualisations and graphics using Advanced user interface libraries such as vis.js  �\tWork with external data sources  �\tCreate multi user, realtime, collaborative environments �\tUse media APIs such as the Web Audio API  Participation in or completion of this online course will not confer academic credit for University of London programmes.",Web Development  Web Design  Databases  meteor  mongodb  web application  wordpress  Collaboration  responsive web design  html computer-science mobile-and-web-development,3
Image Processing with Python,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/image-processing-with-python,"Image processing has been used to create weird and beautiful modifications to pictures many of us have seen online. Older black and white photos can be brought to life using colorization techniques. On the other hand, color photos can be made to look like old black and white photos. In addition to distorting images for entertainment, image processing can be used for more serious applications, for example, to enhance medical imaging to screen patients for cancer or other diseases.  In this course, you will create a Python application that reads from a list of images, modifies their size and appearance, and saves the images in another directory.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",global positioning system  opencv  medical imaging  image processing  project  Python Programming  photography  Video Editing  digital image processing  Computer Programming computer-science software-development,2
Software Security,"University of Maryland, College Park",Advanced,4.6,https://www.coursera.org/learn/software-security,"This course we will explore the foundations of software security. We will consider important software vulnerabilities and attacks that exploit them -- such as buffer overflows, SQL injection, and session hijacking -- and we will consider defenses that prevent or mitigate these attacks, including Advanced testing and program analysis techniques. Importantly, we take a ""build security in"" mentality, considering techniques at each phase of the development cycle that can be used to strengthen the security of software systems. Successful learners in this course typically have completed sophomore/junior-level undergraduate work in a technical field, have some familiarity with programming, ideally in C/C++ and one other ""managed"" program language (like ML or Java), and have prior exposure to algorithms. Students not familiar with these languages but with others can improve their skills through online web tutorials.",internet security  SQL  security  Security Software  web  buffer overflow  software  penetration test  analysis  sql injection computer-science computer-security-and-networks,6
Introduction to Data Science in Python,University of Michigan,Advanced,4.3,https://www.coursera.org/learn/python-data-analysis,"This course will introduce the learner to the basics of the python programming environment, including fundamental python programming techniques such as lambdas, reading and manipulating csv files, and the numpy library. The course will introduce data manipulation and cleaning techniques using the popular python pandas data science library and introduce the abstraction of the Series and DataFrame as the central data structures for data analysis, along with tutorials on how to use functions such as groupby, merge, and pivot tables effectively. By the end of this course, students will be able to take tabular data, clean it, manipulate it, and run basic inferential statistical analyses.   This course should be taken before any of the other Applied Data Science with Python courses: Applied Plotting, Charting & Data Representation in Python, Applied Machine Learning in Python, Applied Text Mining in Python, Applied Social Network Analysis in Python.",analysis  Pandas  Data Analysis  Computer Programming  statistical hypothesis testing  Numpy  Data Manipulation  General Statistics  hypothesis  Python Programming data-science data-analysis,2
"Cybersecurity Roles, Processes & Operating System Security",IBM,Beginner,4.5,https://www.coursera.org/learn/cybersecurity-roles-processes-operating-system-security,"This course gives you the background needed to understand basic Cybersecurity  around people. process and technology.  You will learn:  ?\t Understand the key cybersecurity roles within an Organization.  ?\t List key cybersecurity processes and an example of each process. ?\t Describe the architecture, file systems, and basic commands for multiple operating systems including Windows, Mac/OS, Linux and Mobile. ?\t Understand the concept of Virtualization as it relates to cybersecurity   Finally, you will begin to learn about organizations and resources to further research cybersecurity issues in the Modern era.  This course is intended for anyone who wants to gain a basic understanding of Cybersecurity or as the second course in a series of courses to acquire the skills to work in the Cybersecurity field as a Jr Cybersecurity Analyst.  The completion of this course also makes you eligible to earn the Cybersecurity Roles, Processes & Operating System Security IBM digital badge.  More information about the badge can be found here:   https://www.youracclaim.com/org/ibm/badge/cybersecurity-roles-processes-operating-system-security",Cloud Computing  operating system security  security  cyber-security regulation  virtual machine  file system  System Security  process  Operating Systems  cloud computing security information-technology security,6
Multiple Linear Regression with scikit-learn,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/scikit-learn-multiple-linear-regression,"In this 2-hour long project-based course, you will build and evaluate multiple linear regression models using Python. You will use scikit-learn to calculate the regression, while using pandas for data management and seaborn for data visualization. The data for this project consists of the very popular Advertising dataset to predict sales revenue based on advertising spending through media such as TV, radio, and newspaper.   By the end of this project, you will be able to:  - Build univariate and multivariate linear regression models using scikit-learn - Perform Exploratory Data Analysis (EDA) and data visualization with seaborn - Evaluate model fit and accuracy using numerical measures such as R� and RMSE - Model interaction effects in regression using basic feature engineering techniques  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, this means instant access to a cloud desktop with Jupyter Notebooks and Python 3.7 with all the necessary libraries pre-installed.  Notes: - You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",project  modeling  Data Visualization  linearity  Scikit-Learn  measurement  interaction (statistics)  Regression Analysis  Regression  linear regression data-science machine-learning,2
Data Science in Real Life,Johns Hopkins University,Beginner,4.4,https://www.coursera.org/learn/real-life-data-science,"Have you ever had the perfect data science experience? The data pull went perfectly. There were no merging errors or missing data. Hypotheses were clearly defined prior to analyses. Randomization was performed for the treatment of interest. The analytic plan was outlined prior to analysis and followed exactly. The conclusions were clear and actionable decisions were obvious. Has that every happened to you? Of course not. Data analysis in real life is messy. How does one manage a team facing real data analyses? In this one-week course, we contrast the ideal with what happens in real life. By contrasting the ideal, you will learn key concepts that will help you manage real life analyses.   This is a focused course designed to rapidly get you up to speed on doing data science in real life. Our goal was to make this as convenient as possible for you without sacrificing any essential content. We've left the technical information aside so that you can focus on managing your team and moving it forward.  After completing this course you will know how to:  1, Describe the �perfect� data science experience 2. Identify strengths and weaknesses in experimental designs 3. Describe possible pitfalls when pulling / assembling data and learn solutions for managing data pulls. 4. Challenge statistical modeling assumptions and drive feedback to data analysts 5. Describe common pitfalls in communicating data analyses 6. Get a glimpse into a day in the life of a data analysis manager.  The course will be taught at a conceptual level for active managers of data scientists and statisticians.  Some key concepts being discussed include: 1. Experimental design, randomization, A/B testing 2. Causal inference, counterfactuals,  3. Strategies for managing data quality. 4. Bias and confounding 5. Contrasting machine learning versus classical statistical inference  Course promo: https://www.youtube.com/watch?v=9BIYmw5wnBI  Course cover image by Jonathan Gross. Creative Commons BY-ND https://flic.kr/p/q1vudb",Writing  Data Management  Experimental Design  version control  Leadership and Management  analysis  Data Analysis  Experiment  General Statistics  hypothesis data-science data-analysis,2
Data Visualization,University of Illinois at Urbana-Champaign,Beginner,4.4,https://www.coursera.org/learn/datavisualization,"Learn the general concepts of data mining along with basic methodologies and applications. Then dive into one subfield in data mining: pattern discovery. Learn in-depth concepts, methods, and applications of pattern discovery in data mining. We will also introduce methods for pattern-based classification and some interesting applications of pattern discovery. This course provides you the opportunity to learn skills and content to practice and engage in scalable pattern discovery methods on massive transactional data, discuss pattern evaluation measures, and study methods for mining diverse kinds of patterns, sequential patterns, and sub-graph patterns.",tableau software  Data Visualization Software  Computer Graphics  visualization software  Data Analysis  Data Visualization  software  Parallel Coordinates  graphs  analysis data-science data-analysis,2
Handheld AR App Development with Unity,Unity,Advanced,3.8,https://www.coursera.org/learn/handheld-ar,"Augmented Reality, or AR, will transform how we see and interact with the world. And the hardware that makes AR possible is the smartphone that you may already have in your pocket. In this course, you'll learn how to develop your own mobile AR applications in Unity for iOS and Android devices. You'll learn about the features offered by Unity's AR Foundation, and about additional features in ARKit and ARCore.   Using the very latest techniques recommended by Unity engineers, you'll build a complete AR environment that you can continue to use after the course, while learning to apply best practices in user experience and interaction.  This is the last of three courses in Unity's XR Specialization, which includes an Introduction to XR course as well as a course focused on developing VR applications with Unity.   Note that, to complete this course, you will need a smartphone capable of running ARKit or ARCore. Compatible devices are listed in the links below: https://developers.google.com/ar/discover/supported-devices https://developer.apple.com/library/archive/documentation/DeviceInformation/Reference/iOSDeviceCompatibility/DeviceCompatibilityMatrix/DeviceCompatibilityMatrix.html  The course also assumes that you already have experience developing applications with Unity and that you are comfortable with basic C# programming. It will also be helpful if you are familiar with building other types of apps to run on mobile devices.",physics  augmented reality  iOS Development  anchoring  display devices  relative change and difference  Virtual Reality  Android Development  interfaces  robotics computer-science mobile-and-web-development,1
UX Design Fundamentals,California Institute of the Arts,Beginner,4.7,https://www.coursera.org/learn/ux-design-fundamentals,"This hands-on course examines how content is organized and structured to create an experience for a user, and what role the designer plays in creating and shaping user experience. You will be led through a condensed process that acts as a roadmap for developing robust UI/UX design: from ideation and sitemapping, to the creation of paper and digital prototypes. Building on the design skills learned in Visual Elements of User Interface Design, you will apply this methodology to produce a digital prototype for a multi-screen app of your own invention.  By the end of this course, you will be able to describe and apply current best practices and conventions in UX design, and employ the fundamental principles of how UX design functions to shape an audience's experience of a given body of content. This is the second course in the UI/UX Design Specialization, which brings a design-centric approach to user interface (UI) and user experience (UX) design, and offers practical, skill-based instruction centered around a visual communications perspective, rather than on one focused on marketing or programming alone.  These courses are ideal for anyone with some experience in graphic or visual design and who would like to build their skill set in UI or UX for app and web design. It would also be ideal for anyone with experience in front- or back-end web development or human-computer interaction and want to sharpen their visual design and analysis skills for UI or UX.",Map  User Experience  user interface  experience design  site map  experience  paper prototyping  User Experience Design  java annotation  website wireframe arts-and-humanities music-and-art,3
From Idea to Startup,Technion - Israel Institute of Technology,Beginner,4.7,https://www.coursera.org/learn/startup-entrepreneurship-from-idea-to-startup,"How do you implement ideas?    This course provides practical proven tools for transforming an idea into a product or service that creates value for others.  As students acquire these tools, they learn how to tell bad ideas from good, how to build a winning strategy, how to shape a unique value proposition, prepare a business plan, compare their innovation to existing solutions, build flexibility into their plan and determine when best to quit.  As a vital part of the course students conduct on-site interviews with entrepreneurs who have launched startups, and are eager to share their valuable insights with them.  Upon completing this course successfully, graduates will be able to: 1.\tTransform ideas into real products, services and processes, by validating the idea, testing it, and turning it into a growing, profitable and sustainable business. 2.\tIdentify the major steps and requirements in order to estimate the potential of an innovative idea as the basis of an innovative project. 3.\tReach creative solutions via an iteration of a virtually endless stream of world-changing ideas and strategies, integrating feedback, and learning from failures along the way. 4.\tApply the 10 entrepreneurial tools in creating a business plan for a new innovative venture. 5.\tApply methods and strategies learned from interviews with startup entrepreneurs and innovators.  6.\tCommunicate and sell innovative ideas successfully.",Strategy  Planning  Creativity  Entrepreneurship  thought  business plan  psychology  i-deas  Team Building  Risk business entrepreneurship,4
Graphic Design,University of Colorado Boulder,Beginner,4.7,https://www.coursera.org/learn/presentation-design,"Welcome to Graphic Design, the second course in the Effective Communications Specialization. Over 70 different companies have provided this specialization to their employees as a resource for internal professional development. Why? Because employers know that effective visual communication is the key to attracting an audience, building a relationship, and closing the sale.  This practical course gives you the tools  to create professional looking Powerpoints, reports, resumes, and presentations.. Using a set of best practices refined through years of experience, you�ll:   � make your work look fresh and inspired. � apply simple design �tricks� to begin any project with confidence and professionalism. � receive and respond to criticism and revise your project from good to great.  ""This course is fantastic. It teaches a great amount of starter graphic design information but it is broken down into easily understood videos and quizzes. The quality was top notch and the interaction was as good as you would get in a brick and mortar school. I did not feel like I was missing anything by taking it online."" - a recent Graphic Design student  All of the course assignments can be completed with basic presentation software such as Microsoft PowerPoint, Google Slides, or Apple Keynote. You�ll also have opportunities to explore and apply more sophisticated tools, such as Adobe Photoshop, Illustrator, and InDesign.",Digital Design  Visual Design  Graphic Design  visual communication  Computer Graphics  poster  typography  presentation  color image  Communication business business-essentials,3
Information Design,University of California San Diego,Advanced,4.4,https://www.coursera.org/learn/infodesign,"A blank canvas is full of possibility. If you have an idea for a user experience, how do you turn it into a beautiful and effective user interface?  This covers covers principles of visual design so that you can effectively organize and present information with your interfaces. You'll learn concrete strategies to create user interfaces, including key lessons in typography, information architecture, layout, color, and more. You�ll learn particular issues that arise in new device contexts, such as mobile and responsive interfaces. You will learn how to apply these design principles in a modern context of increasingly diverse form factors - from tablets, to walls, to watches.",usability  responsive web design  User Experience  information design  user interface design  interaction design  rapid prototyping  look and feel  interfaces  user interface computer-science design-and-product,3
Strategic Business Management - Microeconomics,"University of California, Irvine",Beginner,4.7,https://www.coursera.org/learn/strategic-business-management-microeconomics,"This course weds business strategy with the principles of microeconomics. It offers valuable a powerful toolbox together with cases and lessons across all major functions of business, management, from finance, operations management, and marketing to human resource management, organizational behavior, statistics, and, of course, business strategy.",perfect competition  marginal utility  consumer theory  supply and demand  microeconomics  Economics  demand  nash equilibrium  net present value  Leadership and Management business business-strategy,4
Introduction to CSS in Web Development,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/intro-css-web-development,"In this beginning-level course you will explore the use of CSS (Cascading Style Sheets) in web development. As HTML is used to add content to a website, CSS is used to make that content visually appealing to website visitors. This course focuses on improvements that can be made to the text on a website�s pages, including color, font style, size, and alignment. CSS is a very powerful tool and learning to control textual data on a website is a great first step in harnessing that power.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",web  internality  Web Development  CSS  text corpus  text editors  html  pageable memory  Style Sheets  web page computer-science mobile-and-web-development,3
Ideas from the History of Graphic Design,California Institute of the Arts,Intermediate,4.6,https://www.coursera.org/learn/graphic-design-history,"This condensed survey course focuses on four key periods or themes from the history of design. Together we�ll trace the emergence of design as a recognized practice, why things look the way they do, and how designers approached specific design problems in their work.   Each week, a short quiz will test your knowledge of concepts, and a short reflective assignment will give you the opportunity to analyze the questions designers ask themselves today.  This is an essential course for emerging designers entering the field, or for students interested in learning more about visual culture and analysis. No previous experience is required.",typography  graphic arts  Computer Graphics  analysis  i-deas  Design Analysis  art  Graphic Design  history  Art History arts-and-humanities history,3
Building a Dynamic Web App using PHP & MySQL,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/dynamic-web-app-php-mysql,"In this 1-hour long project-based course, you will learn how to create a simple note-taking web app using PHP and MySQL.  PHP and MySQL enable developing powerful dynamic web pages and applications. They are some of the most widely used technologies in the world right now for developing back-end applications. They allow you to create dynamic content on your webpage and bring it to life. They also allow to persist data in the backend database and use them in every different way. Eventually, you will be able to use the concepts you learned to build more complex and powerful web pages and applications using PHP and MySQL. This will open huge career opportunities in the field of back end web and mobile development.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Databases  web page  html  php  web  web development software  back-end database  mysql  front and back ends  Mobile Development computer-science mobile-and-web-development,1
Bayesian Statistics,Duke University,Intermediate,3.2,https://www.coursera.org/learn/bayesian,"This course describes Bayesian statistics, in which one's inferences about parameters or hypotheses are updated as evidence accumulates. You will learn to use Bayes� rule to transform prior probabilities into posterior probabilities, and be introduced to the underlying theory and perspective of the Bayesian paradigm. The course will apply Bayesian methods to several practical problems, to show end-to-end Bayesian analyses that move from framing the question to building models to eliciting prior probabilities to implementing in R (free statistical software) the final posterior distribution. Additionally, the course will introduce credible regions, Bayesian comparisons of means and proportions, Bayesian regression and inference using multiple models, and discussion of Bayesian prediction.  We assume learners in this course have background knowledge equivalent to what is covered in the earlier three courses in this specialization: ""Introduction to Probability and Data,"" ""Inferential Statistics,"" and ""Linear Regression and Modeling.""",Bayesian Linear Regression  Bayes Factor  linearity  Bayesian  Bayesian Statistics  linear regression  Bayesian Inference  General Statistics  Regression  inference data-science data-analysis,2
Cyber Threat Intelligence,IBM,Advanced,4.8,https://www.coursera.org/learn/ibm-cyber-threat-intelligence,"This course gives you the background needed to gain Cybersecurity skills as part of the Cybersecurity Security Analyst Professional Certificate program.   You will understand network defensive tactics, define network access control and use network monitoring tools. You will understand data protection risks and explore mobile endpoint protection. Finally you will recognize various scanning technologies, application security vulnerabilities and threat intelligence platforms.  This course also gives you hands on access to cybersecurity tools important to a system analyst.  This course is intended for anyone who wants to gain a basic understanding of Cybersecurity or as the sixth course in a series of courses to acquire the skills to work in the Cybersecurity field as a Cybersecurity Analyst.  The completion of this course also makes you eligible to earn the Cyber Threat Intelligence IBM digital badge.  More information about the badge can be found https://www.youracclaim.com/org/ibm/badge/cyber-threat-intelligence.  In this course, you will learn to:  �\tDescribe examples of network defensive tactics. �\tDiscuss data loss prevention and endpoint protection concepts and tools.  �\tExplore a data loss prevention tool and learn how to classify data in your database environment.  �\tDescribe security vulnerability scanning technologies and tools. �\tRecognize application security threats and common vulnerabilities. �\tIdentify the key concepts around threat intelligence. �\tExplore a SIEM product and review suspicious alerts and how to take action.",Software Security  Scanning  penetration test  security  cross-site scripting  posture  Network Security  security information and event management  packet analyzer  threat information-technology security,6
Foundations for Big Data Analysis with SQL,Cloudera,Intermediate,4.8,https://www.coursera.org/learn/foundations-big-data-analysis-sql,"In this course, you'll get a big-picture view of using SQL for big data, starting with an overview of data, database systems, and the common querying language (SQL). Then you'll learn the characteristics of big data and SQL tools for working on big data platforms. You'll also install an exercise environment (virtual machine) to be used through the specialization courses, and you'll have an opportunity to do some initial exploration of databases and tables in that environment.  By the end of the course, you will be able to � distinguish operational from analytic databases, and understand how these are applied in big data; � understand how database and table design provides structures for working with data; � appreciate how differences in volume and variety of data affects your choice of an appropriate database system; � recognize the features and benefits of SQL dialects designed to work with big data systems for storage and analysis; and  ��explore databases and tables in a big data platform.  To use the hands-on environment for this course, you need to download and install a virtual machine and the software on which to run it. Before continuing, be sure that you have access to a computer that meets the following hardware and software requirements: ��Windows, macOS, or Linux operating system (iPads and Android tablets will not work) � 64-bit operating system (32-bit operating systems will not work) � 8 GB RAM or more ��25GB free disk space or more � Intel VT-x or AMD-V virtualization support enabled (on Mac computers with Intel processors, this is always enabled; on Windows and Linux computers, you might need to enable it in the BIOS) � For Windows XP computers only: You must have an unzip utility such as 7-Zip or WinZip installed (Windows XP�s built-in unzip utility will not work)",analytics  hive  Big Data Analytics  Apache  Big Data  Leadership and Management  SQL  analysis  Data Analysis  Databases data-science data-analysis,2
